Timestamp,Receiver,Signal,Station.name,Latitude,Longitude
2022/11/03 20:25,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/03 20:27,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/03 20:29,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/03 20:30,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/03 20:33,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/03 20:40,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/03 20:42,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/03 20:44,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/03 20:45,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/03 20:47,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/03 20:48,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/03 20:50,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/03 20:51,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/03 20:58,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/03 21:00,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/03 21:04,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/03 21:05,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/03 21:06,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/03 21:08,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/03 21:09,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/03 21:18,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/03 21:20,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/03 21:22,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/03 21:24,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/03 21:26,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/03 21:28,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/03 21:30,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/03 21:32,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/03 21:34,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/03 21:35,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/03 21:40,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/03 21:42,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/03 21:50,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/03 21:56,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/03 21:58,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/03 22:00,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/03 22:02,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/03 22:07,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/03 22:08,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/03 22:12,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/03 22:17,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/03 22:21,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/03 22:25,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/03 22:42,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/03 22:54,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/03 23:00,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/03 23:07,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/03 23:08,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/03 23:13,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/03 23:17,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/03 23:20,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/03 23:23,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/03 23:33,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/03 23:43,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/03 23:45,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/03 23:50,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/03 23:51,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/03 23:53,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/03 23:55,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/03 23:57,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/03 23:59,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 00:05,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 00:07,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 00:11,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 00:12,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 00:14,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 00:19,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 00:27,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 00:29,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 00:31,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 00:33,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 00:35,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 00:36,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 00:38,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 00:40,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 00:42,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 00:46,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 00:56,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 00:58,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 01:01,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 01:03,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 01:06,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 01:08,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 01:10,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 01:17,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 01:18,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 01:22,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 01:24,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 01:26,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 01:27,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 01:31,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 01:37,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 01:40,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 01:42,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 01:46,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 01:51,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 01:52,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 01:54,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 01:56,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 01:57,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 01:59,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 02:03,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 02:05,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 02:11,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 02:12,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 02:14,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 02:44,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 02:46,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 02:58,VR2W-126438,A69-1602-14010,Mutiaur 2,7.27534,134.1874
2022/11/04 02:59,VR2W-126438,A69-1602-14010,Mutiaur 2,7.27534,134.1874
2022/11/04 03:07,VR2W-126438,A69-1602-14010,Mutiaur 2,7.27534,134.1874
2022/11/04 03:12,VR2W-126438,A69-1602-14010,Mutiaur 2,7.27534,134.1874
2022/11/04 03:33,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 03:35,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 03:36,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 03:38,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 03:39,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 03:41,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 03:43,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 03:47,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 03:51,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 03:59,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 04:01,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 04:03,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 04:37,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 04:41,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 04:57,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 05:10,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 05:12,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 05:13,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 05:16,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 05:21,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 05:24,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 05:47,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 05:49,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 05:52,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 05:56,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 05:58,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 06:08,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 06:13,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 06:15,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 06:19,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 06:21,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 06:23,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 06:25,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 06:26,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 06:30,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 06:32,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 06:33,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 06:35,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 06:37,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 06:39,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 06:42,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 06:46,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 06:48,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 06:50,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 06:52,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 06:54,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 06:56,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 06:58,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 07:00,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 07:02,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 07:03,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 07:04,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 07:06,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 07:10,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 07:11,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 07:15,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 07:24,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 07:31,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 07:35,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 07:41,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 07:42,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 07:44,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 07:46,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 07:48,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 07:49,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 07:53,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 07:54,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 07:55,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 07:57,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 07:58,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 08:01,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 08:03,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 08:04,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 08:06,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 08:07,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 08:09,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 08:10,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 08:13,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 08:16,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 08:20,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 08:22,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 08:24,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 08:25,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 08:27,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 08:30,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 08:32,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 08:36,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 08:37,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 08:43,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 08:45,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 08:48,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 08:50,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 08:53,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 08:54,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 08:56,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 09:00,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 09:07,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 09:09,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 09:12,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 09:14,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 09:16,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 09:21,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 09:23,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 09:27,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 09:39,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 09:50,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 09:52,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 09:54,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 09:56,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 09:58,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 10:02,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 10:04,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 10:06,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 10:07,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 10:10,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 10:11,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 10:13,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 10:14,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 10:21,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 10:22,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 10:23,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 10:27,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 10:28,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 10:30,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 10:32,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 10:35,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 10:37,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 10:39,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 10:41,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 10:43,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 10:44,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 10:45,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 10:46,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 10:48,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 10:49,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 10:52,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 10:53,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 10:55,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 10:57,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 10:59,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 11:00,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 11:02,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 11:06,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 11:08,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 11:10,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 11:11,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 11:13,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 11:14,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 11:15,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 11:19,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 11:20,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 11:24,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 11:26,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 11:27,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 11:29,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 11:31,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 11:34,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 11:39,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 11:41,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 11:43,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
2022/11/04 11:45,VR2W-126443,A69-1602-14010,Mutiaur 6,7.27462,134.1895
